Station_ID,Year,Mo,Da,Temp,Max,Min,Prcp,Station_Name,Latitude,Longitude,zip_code,city,county
720278,2006,08,05,82.7,91.4,77,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2005,04,19,61.7,82.4,42.8,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2005,02,17,44.5,60.8,30.2,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2011,01,02,55.6,60.8,46.4,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2013,01,13,57,68,53.6,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2005,10,17,52,66.2,35.6,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2015,12,15,63.3,69.8,48.2,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2014,02,10,35.1,41,32,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2021,01,11,33.1,50.7,23,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2012,04,13,46.5,64.4,32,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2020,08,11,77.3,90.5,68.9,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2008,06,02,69.9,78.8,55.4,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2021,07,13,80.1,90.5,72.5,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2013,07,10,77.9,86,73.4,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2015,11,08,52.1,59,44.6,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2007,07,29,79,91.4,68,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2011,05,04,61.5,77,50,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2010,02,25,38.8,44.6,35.6,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2012,02,02,55.6,62.6,42.8,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2011,02,01,35.7,50,30.2,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2017,08,07,74.8,86,68,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2016,10,12,55.9,71.6,44.6,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2008,01,22,31.4,46.4,21.2,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2015,05,07,65.5,78.8,51.8,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2010,06,17,77.8,87.8,68,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2015,06,07,67.9,80.6,57.2,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2005,03,19,44,60.8,28.4,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2011,10,10,60.3,75.2,50,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2011,06,25,76.9,87.8,64.4,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2018,04,14,69.4,80.6,59,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2010,04,28,52.7,64.4,35.6,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2011,10,01,56.5,62.6,48.2,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2014,12,17,46.8,55.4,37.4,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2008,02,21,36.5,50,30.2,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2014,02,04,37.2,42.8,33.8,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2013,12,31,42.1,48.2,35.6,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2004,07,28,74.4,82.4,71.6,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2022,09,21,72.9,91.6,58.1,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2020,07,13,79,93.6,66.2,0.08,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2019,11,22,52,62.1,46.8,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2012,02,22,50.8,66.2,33.8,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2008,03,16,52.8,60.8,48.2,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2008,02,06,67.7,78.8,55.4,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2014,01,10,34.6,41,30.2,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2010,09,30,71.6,77,66.2,99.99,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2018,10,16,65.9,71.6,60.8,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2020,07,06,80.2,92.3,68.4,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2012,03,20,64.7,80.6,50,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2017,07,13,83.3,93.2,75.2,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2020,10,24,66.1,82.4,54,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2007,02,05,32.5,42.8,24.8,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2018,06,13,71.2,82.4,64.4,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2020,01,11,61.1,71.6,54.1,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2021,10,15,66.6,84,54.5,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2015,11,11,53.9,66.2,46.4,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2005,10,06,74.9,86,69.8,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2022,06,23,69.9,74.1,67.8,0.63,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2015,12,12,55.6,73.4,44.6,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2019,01,23,38.8,62.6,26.6,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2009,06,02,74.2,89.6,59,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2012,03,23,67.9,82.4,55.4,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2017,08,03,76.7,89.6,64.4,0,EMPORIA-GRENVLE RGNL ARPT,36.687,-77.483,23847,Emporia city,Emporia city
720278,2011,05,20,64.3,78.8,50,99.99,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
720278,2016,07,22,78.5,91.4,68,0,EMPORIA GREENSVILLE,36.687,-77.483,23847,Emporia city,Emporia city
